DLC;Errors;Burst;Undetected_Errors
4;13;16;0
4;13;17;0
4;13;18;0
4;13;19;0
4;13;20;0
4;13;21;0
4;13;22;0
4;13;23;0
4;13;24;0
4;13;25;0
4;13;26;0
4;13;27;0
4;13;28;0
4;13;29;0
4;13;30;0
4;14;14;0
4;14;15;0
4;14;16;0
4;14;17;0
4;14;18;3234
4;14;19;2559
4;14;20;1518
4;14;21;943
4;14;22;775
4;14;23;719
4;14;24;667
4;14;25;658
4;14;26;608
4;14;27;603
4;14;28;592
4;14;29;637
4;14;30;622
4;15;15;0
4;15;16;0
4;15;17;0
4;15;18;0
4;15;19;0
4;15;20;0
4;15;21;0
4;15;22;0
4;15;23;0
4;15;24;0
4;15;25;0
4;15;26;0
4;15;27;0
4;15;28;0
4;15;29;0
4;15;30;0
4;16;16;0
4;16;17;0
4;16;18;0
4;16;19;0
4;16;20;0
4;16;21;507
4;16;22;369
4;16;23;439
4;16;24;452
4;16;25;582
4;16;26;593
4;16;27;639
4;16;28;604
4;16;29;665
4;16;30;597
5;1;2;0
5;1;3;0
5;1;4;0
5;1;5;0
5;1;6;0
5;1;7;0
5;1;8;0
5;1;9;0
5;1;10;0
5;1;11;0
5;1;12;0
5;1;13;0
5;1;14;0
5;1;15;0
5;1;16;0
5;1;17;0
5;1;18;0
5;1;19;0
5;1;20;0
5;1;21;0
5;1;22;0
5;1;23;0
5;1;24;0
5;1;25;0
5;1;26;0
5;1;27;0
5;1;28;0
5;1;29;0
5;1;30;0
5;2;2;0
5;2;3;0
5;2;4;0
5;2;5;0
5;2;6;0
5;2;7;0
5;2;8;0
5;2;9;0
5;2;10;0
5;2;11;0
5;2;12;0
5;2;13;0
5;2;14;0
5;2;15;0
5;2;16;0
5;2;17;0
5;2;18;0
5;2;19;0
5;2;20;0
5;2;21;0
5;2;22;0
5;2;23;0
5;2;24;0
5;2;25;0
5;2;26;0
5;2;27;0
5;2;28;0
5;2;29;0
5;2;30;0
5;3;3;0
5;3;4;0
5;3;5;0
5;3;6;0
5;3;7;0
5;3;8;0
5;3;9;0
5;3;10;0
5;3;11;0
5;3;12;0
5;3;13;0
5;3;14;0
5;3;15;0
5;3;16;0
5;3;17;0
5;3;18;0
5;3;19;0
5;3;20;0
5;3;21;0
5;3;22;0
5;3;23;0
5;3;24;0
5;3;25;0
5;3;26;0
5;3;27;0
5;3;28;0
5;3;29;0
5;3;30;0
5;4;4;0
5;4;5;0
5;4;6;0
5;4;7;0
5;4;8;0
5;4;9;0
5;4;10;0
5;4;11;0
5;4;12;0
5;4;13;0
5;4;14;0
5;4;15;0
5;4;16;0
5;4;17;0
5;4;18;0
5;4;19;0
5;4;20;0
5;4;21;0
5;4;22;0
5;4;23;0
5;4;24;0
5;4;25;0
5;4;26;0
5;4;27;0
5;4;28;0
5;4;29;0
5;4;30;0
5;5;5;0
5;5;6;0
5;5;7;0
5;5;8;0
5;5;9;0
5;5;10;0
5;5;11;0
5;5;12;0
5;5;13;0
5;5;14;0
5;5;15;0
5;5;16;0
5;5;17;0
5;5;18;0
5;5;19;0
5;5;20;0
5;5;21;0
5;5;22;0
5;5;23;0
5;5;24;0
5;5;25;0
5;5;26;0
5;5;27;0
5;5;28;0
5;5;29;0
5;5;30;0
5;6;6;0
5;6;7;0
5;6;8;0
5;6;9;0
5;6;10;0
5;6;11;0
5;6;12;0
5;6;13;0
5;6;14;0
5;6;15;0
5;6;16;0
5;6;17;0
5;6;18;0
5;6;19;0
5;6;20;0
5;6;21;0
5;6;22;0
5;6;23;102
5;6;24;212
5;6;25;262
5;6;26;354
5;6;27;366
5;6;28;414
5;6;29;481
5;6;30;543
5;7;7;0
5;7;8;0
5;7;9;0
5;7;10;0
5;7;11;0
5;7;12;0
5;7;13;0
5;7;14;0
5;7;15;0
5;7;16;0
5;7;17;0
5;7;18;0
5;7;19;0
5;7;20;0
5;7;21;0
5;7;22;0
5;7;23;0
5;7;24;0
5;7;25;0
5;7;26;0
5;7;27;0
5;7;28;0
5;7;29;0
5;7;30;0
5;8;8;0
5;8;9;0
5;8;10;0
5;8;11;0
5;8;12;0
5;8;13;0
5;8;14;0
5;8;15;0
5;8;16;790
5;8;17;884
5;8;18;671
5;8;19;640
5;8;20;684
5;8;21;753
5;8;22;698
5;8;23;676
5;8;24;597
5;8;25;569
5;8;26;643
5;8;27;595
5;8;28;656
5;8;29;636
5;8;30;623
5;9;9;0
5;9;10;0
5;9;11;0
5;9;12;0
5;9;13;0
5;9;14;0
5;9;15;0
5;9;16;0
5;9;17;0
5;9;18;0
5;9;19;0
5;9;20;0
5;9;21;0
5;9;22;0
5;9;23;0
5;9;24;0
5;9;25;0
5;9;26;0
5;9;27;0
5;9;28;0
5;9;29;0
5;9;30;0
5;10;10;0
5;10;11;0
5;10;12;0
5;10;13;0
5;10;14;0
5;10;15;0
5;10;16;0
5;10;17;551
5;10;18;668
5;10;19;758
5;10;20;789
5;10;21;654
5;10;22;708
5;10;23;708
5;10;24;641
5;10;25;689
5;10;26;646
5;10;27;624
5;10;28;648
5;10;29;587
5;10;30;574
5;11;11;0
5;11;12;0
5;11;13;0
5;11;14;0
5;11;15;0
5;11;16;0
5;11;17;0
5;11;18;0
5;11;19;0
5;11;20;0
5;11;21;0
5;11;22;0
5;11;23;0
5;11;24;0
5;11;25;0
5;11;26;0
5;11;27;0
5;11;28;0
5;11;29;0
5;11;30;0
5;12;12;0
5;12;13;0
5;12;14;0
5;12;15;0
5;12;16;0
5;12;17;0
5;12;18;0
5;12;19;0
5;12;20;164
5;12;21;382
5;12;22;466
5;12;23;516
5;12;24;519
5;12;25;570
5;12;26;593
5;12;27;574
5;12;28;614
5;12;29;574
5;12;30;595
5;13;13;0
5;13;14;0
5;13;15;0
5;13;16;0
5;13;17;0
5;13;18;0
5;13;19;0
5;13;20;0
5;13;21;0
5;13;22;0
5;13;23;0
5;13;24;0
5;13;25;0
5;13;26;0
5;13;27;0
5;13;28;0
5;13;29;0
5;13;30;0
5;14;14;0
5;14;15;0
5;14;16;0
5;14;17;0
5;14;18;3280
5;14;19;2638
5;14;20;1560
5;14;21;993
5;14;22;805
5;14;23;710
5;14;24;719
5;14;25;614
5;14;26;599
5;14;27;603
5;14;28;634
5;14;29;581
5;14;30;617
5;15;15;0
5;15;16;0
5;15;17;0
5;15;18;0
5;15;19;0
5;15;20;0
5;15;21;0
5;15;22;0
5;15;23;0
5;15;24;0
5;15;25;0
5;15;26;0
5;15;27;0
5;15;28;0
5;15;29;0
5;15;30;0
5;16;16;0
5;16;17;0
5;16;18;0
5;16;19;0
5;16;20;0
5;16;21;458
5;16;22;379
5;16;23;441
5;16;24;512
5;16;25;562
5;16;26;591
5;16;27;603
5;16;28;625
5;16;29;635
5;16;30;632
6;1;2;0
6;1;3;0
6;1;4;0
6;1;5;0
6;1;6;0
6;1;7;0
6;1;8;0
6;1;9;0
6;1;10;0
6;1;11;0
6;1;12;0
6;1;13;0
6;1;14;0
6;1;15;0
6;1;16;0
6;1;17;0
6;1;18;0
6;1;19;0
6;1;20;0
6;1;21;0
6;1;22;0
6;1;23;0
6;1;24;0
6;1;25;0
6;1;26;0
6;1;27;0
6;1;28;0
6;1;29;0
6;1;30;0
6;2;2;0
6;2;3;0
6;2;4;0
6;2;5;0
6;2;6;0
6;2;7;0
6;2;8;0
6;2;9;0
6;2;10;0
6;2;11;0
6;2;12;0
6;2;13;0
6;2;14;0
6;2;15;0
6;2;16;0
6;2;17;0
6;2;18;0
6;2;19;0
6;2;20;0
6;2;21;0
6;2;22;0
6;2;23;0
6;2;24;0
6;2;25;0
6;2;26;0
6;2;27;0
6;2;28;0
6;2;29;0
6;2;30;0
6;3;3;0
6;3;4;0
6;3;5;0
6;3;6;0
6;3;7;0
6;3;8;0
6;3;9;0
6;3;10;0
6;3;11;0
6;3;12;0
6;3;13;0
6;3;14;0
6;3;15;0
6;3;16;0
6;3;17;0
6;3;18;0
6;3;19;0
6;3;20;0
6;3;21;0
6;3;22;0
6;3;23;0
6;3;24;0
6;3;25;0
6;3;26;0
6;3;27;0
6;3;28;0
6;3;29;0
6;3;30;0
6;4;4;0
6;4;5;0
6;4;6;0
6;4;7;0
6;4;8;0
6;4;9;0
6;4;10;0
6;4;11;0
6;4;12;0
6;4;13;0
6;4;14;0
6;4;15;0
6;4;16;0
6;4;17;0
6;4;18;0
6;4;19;0
6;4;20;0
6;4;21;0
6;4;22;0
6;4;23;0
6;4;24;0
6;4;25;0
6;4;26;0
6;4;27;0
6;4;28;0
6;4;29;0
6;4;30;0
6;5;5;0
6;5;6;0
6;5;7;0
6;5;8;0
6;5;9;0
6;5;10;0
6;5;11;0
6;5;12;0
6;5;13;0
6;5;14;0
6;5;15;0
6;5;16;0
6;5;17;0
6;5;18;0
6;5;19;0
6;5;20;0
6;5;21;0
6;5;22;0
6;5;23;0
6;5;24;0
6;5;25;0
6;5;26;0
6;5;27;0
6;5;28;0
6;5;29;0
6;5;30;0
6;6;6;0
6;6;7;0
6;6;8;0
6;6;9;0
6;6;10;0
6;6;11;0
6;6;12;0
6;6;13;0
6;6;14;0
6;6;15;0
6;6;16;0
6;6;17;0
6;6;18;0
6;6;19;0
6;6;20;0
6;6;21;0
6;6;22;0
6;6;23;114
6;6;24;207
6;6;25;303
6;6;26;381
6;6;27;350
6;6;28;417
6;6;29;517
6;6;30;524
6;7;7;0
6;7;8;0
6;7;9;0
6;7;10;0
6;7;11;0
6;7;12;0
6;7;13;0
6;7;14;0
6;7;15;0
6;7;16;0
6;7;17;0
6;7;18;0
6;7;19;0
6;7;20;0
6;7;21;0
6;7;22;0
6;7;23;0
6;7;24;0
6;7;25;0
6;7;26;0
6;7;27;0
6;7;28;0
6;7;29;0
6;7;30;0
6;8;8;0
6;8;9;0
6;8;10;0
6;8;11;0
6;8;12;0
6;8;13;0
6;8;14;0
6;8;15;0
6;8;16;743
6;8;17;819
6;8;18;689
6;8;19;647
6;8;20;692
6;8;21;768
6;8;22;662
6;8;23;636
6;8;24;627
6;8;25;636
6;8;26;654
6;8;27;620
6;8;28;636
6;8;29;649
6;8;30;603
6;9;9;0
6;9;10;0
6;9;11;0
6;9;12;0
6;9;13;0
6;9;14;0
6;9;15;0
6;9;16;0
6;9;17;0
6;9;18;0
6;9;19;0
6;9;20;0
6;9;21;0
6;9;22;0
6;9;23;0
6;9;24;0
6;9;25;0
6;9;26;0
6;9;27;0
6;9;28;0
6;9;29;0
6;9;30;0
6;10;10;0
6;10;11;0
6;10;12;0
6;10;13;0
6;10;14;0
6;10;15;0
6;10;16;0
6;10;17;541
6;10;18;681
6;10;19;752
6;10;20;757
6;10;21;721
6;10;22;706
6;10;23;681
6;10;24;747
6;10;25;700
6;10;26;662
6;10;27;633
6;10;28;599
6;10;29;570
6;10;30;611
6;11;11;0
6;11;12;0
6;11;13;0
6;11;14;0
6;11;15;0
6;11;16;0
6;11;17;0
6;11;18;0
6;11;19;0
6;11;20;0
6;11;21;0
6;11;22;0
6;11;23;0
6;11;24;0
6;11;25;0
6;11;26;0
6;11;27;0
6;11;28;0
6;11;29;0
6;11;30;0
6;12;12;0
6;12;13;0
6;12;14;0
6;12;15;0
6;12;16;0
6;12;17;0
6;12;18;0
6;12;19;0
6;12;20;162
6;12;21;350
6;12;22;468
6;12;23;459
6;12;24;551
6;12;25;542
6;12;26;584
6;12;27;598
6;12;28;616
6;12;29;591
6;12;30;663
6;13;13;0
6;13;14;0
6;13;15;0
6;13;16;0
6;13;17;0
6;13;18;0
6;13;19;0
6;13;20;0
6;13;21;0
6;13;22;0
6;13;23;0
6;13;24;0
6;13;25;0
6;13;26;0
6;13;27;0
6;13;28;0
6;13;29;0
6;13;30;0
6;14;14;0
6;14;15;0
6;14;16;0
6;14;17;0
6;14;18;3231
6;14;19;2616
6;14;20;1544
6;14;21;916
6;14;22;799
6;14;23;708
6;14;24;671
6;14;25;668
6;14;26;608
6;14;27;600
6;14;28;589
6;14;29;594
6;14;30;596
6;15;15;0
6;15;16;0
6;15;17;0
6;15;18;0
6;15;19;0
6;15;20;0
6;15;21;0
6;15;22;0
6;15;23;0
6;15;24;0
6;15;25;0
6;15;26;0
6;15;27;0
6;15;28;0
6;15;29;0
6;15;30;0
6;16;16;0
6;16;17;0
6;16;18;0
6;16;19;0
6;16;20;0
6;16;21;525
6;16;22;408
6;16;23;446
6;16;24;461
6;16;25;552
6;16;26;536
6;16;27;604
6;16;28;586
6;16;29;607
6;16;30;608
7;1;2;0
7;1;3;0
7;1;4;0
7;1;5;0
7;1;6;0
7;1;7;0
7;1;8;0
7;1;9;0
7;1;10;0
7;1;11;0
7;1;12;0
7;1;13;0
7;1;14;0
7;1;15;0
7;1;16;0
7;1;17;0
7;1;18;0
7;1;19;0
7;1;20;0
7;1;21;0
7;1;22;0
7;1;23;0
7;1;24;0
7;1;25;0
7;1;26;0
7;1;27;0
7;1;28;0
7;1;29;0
7;1;30;0
7;2;2;0
7;2;3;0
7;2;4;0
7;2;5;0
7;2;6;0
7;2;7;0
7;2;8;0
7;2;9;0
7;2;10;0
7;2;11;0
7;2;12;0
7;2;13;0
7;2;14;0
7;2;15;0
7;2;16;0
7;2;17;0
7;2;18;0
7;2;19;0
7;2;20;0
7;2;21;0
7;2;22;0
7;2;23;0
7;2;24;0
7;2;25;0
7;2;26;0
7;2;27;0
7;2;28;0
7;2;29;0
7;2;30;0
7;3;3;0
7;3;4;0
7;3;5;0
7;3;6;0
7;3;7;0
7;3;8;0
7;3;9;0
7;3;10;0
7;3;11;0
7;3;12;0
7;3;13;0
7;3;14;0
7;3;15;0
7;3;16;0
7;3;17;0
7;3;18;0
7;3;19;0
7;3;20;0
7;3;21;0
7;3;22;0
7;3;23;0
7;3;24;0
7;3;25;0
7;3;26;0
7;3;27;0
7;3;28;0
7;3;29;0
7;3;30;0
7;4;4;0
7;4;5;0
7;4;6;0
7;4;7;0
7;4;8;0
7;4;9;0
7;4;10;0
7;4;11;0
7;4;12;0
7;4;13;0
7;4;14;0
7;4;15;0
7;4;16;0
7;4;17;0
7;4;18;0
7;4;19;0
7;4;20;0
7;4;21;0
7;4;22;0
7;4;23;0
7;4;24;0
7;4;25;0
7;4;26;0
7;4;27;0
7;4;28;0
7;4;29;0
7;4;30;0
7;5;5;0
7;5;6;0
7;5;7;0
7;5;8;0
7;5;9;0
7;5;10;0
7;5;11;0
7;5;12;0
7;5;13;0
7;5;14;0
7;5;15;0
7;5;16;0
7;5;17;0
7;5;18;0
7;5;19;0
7;5;20;0
7;5;21;0
7;5;22;0
7;5;23;0
7;5;24;0
7;5;25;0
7;5;26;0
7;5;27;0
7;5;28;0
7;5;29;0
7;5;30;0
7;6;6;0
7;6;7;0
7;6;8;0
7;6;9;0
7;6;10;0
7;6;11;0
7;6;12;0
7;6;13;0
7;6;14;0
7;6;15;0
7;6;16;0
7;6;17;0
7;6;18;0
7;6;19;0
7;6;20;0
7;6;21;0
7;6;22;0
7;6;23;97
7;6;24;236
7;6;25;260
7;6;26;342
7;6;27;384
7;6;28;451
7;6;29;447
7;6;30;505
7;7;7;0
7;7;8;0
7;7;9;0
7;7;10;0
7;7;11;0
7;7;12;0
7;7;13;0
7;7;14;0
7;7;15;0
7;7;16;0
7;7;17;0
7;7;18;0
7;7;19;0
7;7;20;0
7;7;21;0
7;7;22;0
7;7;23;0
7;7;24;0
7;7;25;0
7;7;26;0
7;7;27;0
7;7;28;0
7;7;29;0
7;7;30;0
7;8;8;0
7;8;9;0
7;8;10;0
7;8;11;0
7;8;12;0
7;8;13;0
7;8;14;0
7;8;15;0
7;8;16;807
7;8;17;849
7;8;18;673
7;8;19;636
7;8;20;735
7;8;21;744
7;8;22;715
7;8;23;668
7;8;24;587
7;8;25;627
7;8;26;608
7;8;27;634
7;8;28;634
7;8;29;637
7;8;30;638
7;9;9;0
7;9;10;0
7;9;11;0
7;9;12;0
7;9;13;0
7;9;14;0
7;9;15;0
7;9;16;0
7;9;17;0
7;9;18;0
7;9;19;0
7;9;20;0
7;9;21;0
7;9;22;0
7;9;23;0
7;9;24;0
7;9;25;0
7;9;26;0
7;9;27;0
7;9;28;0
7;9;29;0
7;9;30;0
7;10;10;0
7;10;11;0
7;10;12;0
7;10;13;0
7;10;14;0
7;10;15;0
7;10;16;0
7;10;17;502
7;10;18;771
7;10;19;763
7;10;20;752
7;10;21;706
7;10;22;682
7;10;23;696
7;10;24;675
7;10;25;640
7;10;26;611
7;10;27;648
7;10;28;634
7;10;29;639
7;10;30;596
7;11;11;0
7;11;12;0
7;11;13;0
7;11;14;0
7;11;15;0
7;11;16;0
7;11;17;0
7;11;18;0
7;11;19;0
7;11;20;0
7;11;21;0
7;11;22;0
7;11;23;0
7;11;24;0
7;11;25;0
7;11;26;0
7;11;27;0
7;11;28;0
7;11;29;0
7;11;30;0
7;12;12;0
7;12;13;0
7;12;14;0
7;12;15;0
7;12;16;0
7;12;17;0
7;12;18;0
7;12;19;0
7;12;20;171
7;12;21;365
7;12;22;484
7;12;23;549
7;12;24;534
7;12;25;546
7;12;26;612
7;12;27;554
7;12;28;643
7;12;29;578
7;12;30;648
7;13;13;0
7;13;14;0
7;13;15;0
7;13;16;0
7;13;17;0
7;13;18;0
7;13;19;0
7;13;20;0
7;13;21;0
7;13;22;0
7;13;23;0
7;13;24;0
7;13;25;0
7;13;26;0
7;13;27;0
7;13;28;0
7;13;29;0
7;13;30;0
7;14;14;0
7;14;15;0
7;14;16;0
7;14;17;0
7;14;18;3304
7;14;19;2598
7;14;20;1553
7;14;21;928
7;14;22;752
7;14;23;763
7;14;24;696
7;14;25;620
7;14;26;591
7;14;27;617
7;14;28;603
7;14;29;640
7;14;30;604
7;15;15;0
7;15;16;0
7;15;17;0
7;15;18;0
7;15;19;0
7;15;20;0
7;15;21;0
7;15;22;0
7;15;23;0
7;15;24;0
7;15;25;0
7;15;26;0
7;15;27;0
7;15;28;0
7;15;29;0
7;15;30;0
7;16;16;0
7;16;17;0
7;16;18;0
7;16;19;0
7;16;20;0
7;16;21;487
7;16;22;401
7;16;23;459
7;16;24;443
7;16;25;566
7;16;26;580
7;16;27;619
7;16;28;635
7;16;29;636
7;16;30;648
8;1;2;0
8;1;3;0
8;1;4;0
8;1;5;0
8;1;6;0
8;1;7;0
8;1;8;0
8;1;9;0
8;1;10;0
8;1;11;0
8;1;12;0
8;1;13;0
8;1;14;0
8;1;15;0
8;1;16;0
8;1;17;0
8;1;18;0
8;1;19;0
8;1;20;0
8;1;21;0
8;1;22;0
8;1;23;0
8;1;24;0
8;1;25;0
8;1;26;0
8;1;27;0
8;1;28;0
8;1;29;0
8;1;30;0
8;2;2;0
8;2;3;0
8;2;4;0
8;2;5;0
8;2;6;0
8;2;7;0
8;2;8;0
8;2;9;0
8;2;10;0
8;2;11;0
8;2;12;0
8;2;13;0
8;2;14;0
8;2;15;0
8;2;16;0
8;2;17;0
8;2;18;0
8;2;19;0
8;2;20;0
8;2;21;0
8;2;22;0
8;2;23;0
8;2;24;0
8;2;25;0
8;2;26;0
8;2;27;0
8;2;28;0
8;2;29;0
8;2;30;0
8;3;3;0
8;3;4;0
8;3;5;0
8;3;6;0
8;3;7;0
8;3;8;0
8;3;9;0
8;3;10;0
8;3;11;0
8;3;12;0
8;3;13;0
8;3;14;0
8;3;15;0
8;3;16;0
8;3;17;0
8;3;18;0
8;3;19;0
8;3;20;0
8;3;21;0
8;3;22;0
8;3;23;0
8;3;24;0
8;3;25;0
8;3;26;0
8;3;27;0
8;3;28;0
8;3;29;0
8;3;30;0
8;4;4;0
8;4;5;0
8;4;6;0
8;4;7;0
8;4;8;0
8;4;9;0
8;4;10;0
8;4;11;0
8;4;12;0
8;4;13;0
8;4;14;0
8;4;15;0
8;4;16;0
8;4;17;0
8;4;18;0
8;4;19;0
8;4;20;0
8;4;21;0
8;4;22;0
8;4;23;0
8;4;24;0
8;4;25;0
8;4;26;0
8;4;27;0
8;4;28;0
8;4;29;0
8;4;30;0
8;5;5;0
8;5;6;0
8;5;7;0
8;5;8;0
8;5;9;0
8;5;10;0
8;5;11;0
8;5;12;0
8;5;13;0
8;5;14;0
8;5;15;0
8;5;16;0
8;5;17;0
8;5;18;0
8;5;19;0
8;5;20;0
8;5;21;0
8;5;22;0
8;5;23;0
8;5;24;0
8;5;25;0
8;5;26;0
8;5;27;0
8;5;28;0
8;5;29;0
8;5;30;0
8;6;6;0
8;6;7;0
8;6;8;0
8;6;9;0
8;6;10;0
8;6;11;0
8;6;12;0
8;6;13;0
8;6;14;0
8;6;15;0
8;6;16;0
8;6;17;0
8;6;18;0
8;6;19;0
8;6;20;0
8;6;21;0
8;6;22;0
8;6;23;98
8;6;24;217
8;6;25;260
8;6;26;378
8;6;27;320
8;6;28;444
8;6;29;516
8;6;30;505
8;7;7;0
8;7;8;0
8;7;9;0
8;7;10;0
8;7;11;0
8;7;12;0
8;7;13;0
8;7;14;0
8;7;15;0
8;7;16;0
8;7;17;0
8;7;18;0
8;7;19;0
8;7;20;0
8;7;21;0
8;7;22;0
8;7;23;0
8;7;24;0
8;7;25;0
8;7;26;0
8;7;27;0
8;7;28;0
8;7;29;0
8;7;30;0
8;8;8;0
8;8;9;0
8;8;10;0
8;8;11;0
8;8;12;0
8;8;13;0
8;8;14;0
8;8;15;0
8;8;16;801
8;8;17;796
8;8;18;681
8;8;19;629
8;8;20;733
8;8;21;694
8;8;22;682
8;8;23;678
8;8;24;627
8;8;25;595
8;8;26;576
8;8;27;663
8;8;28;640
8;8;29;626
8;8;30;630
8;9;9;0
8;9;10;0
8;9;11;0
8;9;12;0
8;9;13;0
8;9;14;0
8;9;15;0
8;9;16;0
8;9;17;0
8;9;18;0
8;9;19;0
8;9;20;0
8;9;21;0
8;9;22;0
8;9;23;0
8;9;24;0
8;9;25;0
8;9;26;0
8;9;27;0
8;9;28;0
8;9;29;0
8;9;30;0
8;10;10;0
8;10;11;0
8;10;12;0
8;10;13;0
8;10;14;0
8;10;15;0
8;10;16;0
8;10;17;504
8;10;18;726
8;10;19;794
8;10;20;719
8;10;21;677
8;10;22;736
8;10;23;714
8;10;24;712
8;10;25;658
8;10;26;614
8;10;27;563
8;10;28;632
8;10;29;583
8;10;30;598
8;11;11;0
8;11;12;0
8;11;13;0
8;11;14;0
8;11;15;0
8;11;16;0
8;11;17;0
8;11;18;0
8;11;19;0
8;11;20;0
8;11;21;0
8;11;22;0
8;11;23;0
8;11;24;0
8;11;25;0
8;11;26;0
8;11;27;0
8;11;28;0
8;11;29;0
8;11;30;0
8;12;12;0
8;12;13;0
8;12;14;0
8;12;15;0
8;12;16;0
8;12;17;0
8;12;18;0
8;12;19;0
8;12;20;178
8;12;21;382
8;12;22;425
8;12;23;501
8;12;24;518
8;12;25;533
8;12;26;606
8;12;27;601
8;12;28;605
8;12;29;616
8;12;30;628
8;13;13;0
8;13;14;0
8;13;15;0
8;13;16;0
8;13;17;0
8;13;18;0
8;13;19;0
8;13;20;0
8;13;21;0
8;13;22;0
8;13;23;0
8;13;24;0
8;13;25;0
8;13;26;0
8;13;27;0
8;13;28;0
8;13;29;0
8;13;30;0
8;14;14;0
8;14;15;0
8;14;16;0
8;14;17;0
8;14;18;3266
8;14;19;2527
8;14;20;1518
8;14;21;945
8;14;22;805
8;14;23;738
8;14;24;722
8;14;25;643
8;14;26;649
8;14;27;595
8;14;28;630
8;14;29;593
8;14;30;564
8;15;15;0
8;15;16;0
8;15;17;0
8;15;18;0
8;15;19;0
8;15;20;0
8;15;21;0
8;15;22;0
8;15;23;0
8;15;24;0
8;15;25;0
8;15;26;0
8;15;27;0
8;15;28;0
8;15;29;0
8;15;30;0
8;16;16;0
8;16;17;0
8;16;18;0
8;16;19;0
8;16;20;0
8;16;21;498
8;16;22;417
8;16;23;459
8;16;24;474
8;16;25;536
8;16;26;591
8;16;27;586
8;16;28;606
8;16;29;628
8;16;30;581
